"","First","Last","Gender","Team","Meet","EventNo","Distance","Course","Stroke","PrelimPlace","FinalPlace","SeedTime","PrelimTime","FinalTime","LogSeedTime","LogPrelimTime","LogFinalTime"
"1","William","McKinney","M","AUB","2018 SEC","12","50","Y","Free","29",NA,20.07,20.12,NA,2.99922616280825,3.00171434523154,NA
"2","Marc","Hinawi","M","TENN","2018 SEC","8","500","Y","Free","19","20",259.09,261.23,260.09,5.55717549168624,5.56540124532461,5.56102772496426
"3","William","McKinney","M","AUB","2018 SEC","37","100","Y","Free","51",NA,45.12,45.51,NA,3.8093256071898,3.81793208202855,NA
"4","Ayumi","Macias","F","UARK","2018 SEC","21","200","Y","Free","28",NA,108.98,108.29,NA,4.69116437915495,4.68481281364029,NA
"5","Ayumi","Macias","F","UARK","2018 SEC","7","500","Y","Free","10","12",287.77,283.86,283.32,5.6621615499651,5.64848115887111,5.64657700088542
"6","Erin","Kelly","F","UARK","2018 SEC","21","200","Y","Free","61",NA,114.3,114.42,NA,4.73882657080077,4.73987588884038,NA
"7","Erin","Kelly","F","UARK","2018 SEC","36","100","Y","Free","40",NA,50.69,50.56,NA,3.92572865248426,3.9231607498386,NA
"8","Jake","Markham","M","LSU","2018 SEC","22","200","Y","Free","17","18",97.82,96.18,95.98,4.58312905511121,4.56622143584952,4.5641398364301
"9","Joao Victor","Mescolote","M","LSU","2018 SEC","12","50","Y","Free","15","14",20.16,19.95,19.91,3.00370044320317,2.99322914333587,2.9912221180761
"10","Jake","Markham","M","LSU","2018 SEC","37","100","Y","Free","28",NA,45.09,44.44,NA,3.80866049243299,3.79413996477143,NA
"11","Joao Victor","Mescolote","M","LSU","2018 SEC","37","100","Y","Free","26",NA,44.89,44.34,NA,3.80421505279384,3.79188720418817,NA
"12","Maxime","Rooney","M","FLOR","2018 SEC","22","200","Y","Free","3","2",93.65,93.67,92.97,4.5395644288901,4.53977796722104,4.53227686046777
"13","Raiz","Tjon-A-Joe","M","TA&M","2018 SEC","37","100","Y","Free","49",NA,45.67,45.35,NA,3.82144162719691,3.81441017656115,NA
"14","Matthew","Beach","M","UKY","2018 SEC","8","500","Y","Free","43",NA,275.04,271.51,NA,5.61691654163454,5.60399897110822,NA
"15","Tennyson","Henry","F","LSU","2018 SEC","21","200","Y","Free","37",NA,108.77,109.35,NA,4.68923556110576,4.69455374712278,NA
"16","Gabrielle","Fa'amausili","F","UGA","2018 SEC","36","100","Y","Free","12","13",51.01,48.99,49.07,3.93202169193483,3.89161619565048,3.89324785010181
"17","Tennyson","Henry","F","LSU","2018 SEC","7","500","Y","Free","51",NA,294.66,299.05,NA,5.68582214927921,5.70061078349057,NA
"18","Kathryn","Portz","F","TA&M","2018 SEC","21","200","Y","Free","3","4",105.43,105.51,105.08,4.65804722558886,4.658805735154,4.65472196481734
"19","Kathryn","Portz","F","TA&M","2018 SEC","36","100","Y","Free","10","12",49.21,48.88,48.99,3.89609685487789,3.88936831486334,3.89161619565048
"20","Kathryn","Portz","F","TA&M","2018 SEC","7","500","Y","Free","7","7",281.47,283.09,283.37,5.6400258699645,5.64576486828663,5.64675346420798
"21","Courtney","Harnish","F","UGA","2018 SEC","21","200","Y","Free","12","11",104.47,106.38,106.26,4.64889994884942,4.66701758931417,4.6658889210228
"22","Courtney","Harnish","F","UGA","2018 SEC","7","500","Y","Free","3","2",275.69,281.61,278.21,5.61927704606254,5.64052313501701,5.62837622420637
"23","Austin","Hirstein","M","TENN","2018 SEC","37","100","Y","Free","17","18",44.38,44,43.93,3.79278891750445,3.78418963391826,3.78259745798769
"24","Allen","Ross","M","SCAR","2018 SEC","12","50","Y","Free","26",NA,20.99,20.1,NA,3.04404613383254,3.00071981506503,NA
"25","Allen","Ross","M","SCAR","2018 SEC","22","200","Y","Free","37",NA,100.2,98.43,NA,4.60716818865076,4.58934563564112,NA
"26","Geena","Freriks","F","UKY","2018 SEC","21","200","Y","Free","11","10",105.39,106.16,105.52,4.65766775494585,4.66494739002395,4.65890050840906
"27","Jake","Gibbons","M","TA&M","2018 SEC","8","500","Y","Free","29",NA,267.22,264.45,NA,5.58807228916075,5.57765219751199,NA
"28","Geena","Freriks","F","UKY","2018 SEC","7","500","Y","Free","1","1",278.91,281.12,277.2,5.63088914913588,5.63878162443879,5.62473926731575
"29","Brenda","Cha","F","VU","2018 SEC","11","50","Y","Free","50",NA,23.88,23.54,NA,3.1730412885244,3.15870110183213,NA
"30","Peter","Holoda","M","AUB","2018 SEC","12","50","Y","Free","5","6",19.67,19.49,19.52,2.97909463240097,2.96990151351947,2.97143958098495
"31","Peter","Holoda","M","AUB","2018 SEC","22","200","Y","Free","11","11",96.18,94.79,95.05,4.56622143584952,4.55166391846495,4.55440306893444
"32","Peter","Holoda","M","AUB","2018 SEC","37","100","Y","Free","2","2",42.44,42.17,41.78,3.74809131374578,3.74170906775847,3.73241775612842
"33","Madeleine","Gehrke","F","UMIZ","2018 SEC","11","50","Y","Free","29",NA,23.04,22.94,NA,3.13723183582769,3.13288211170122,NA
"34","Zachary","Apple","M","AUB","2018 SEC","37","100","Y","Free","3","3",42.74,42.4,41.91,3.755135249891,3.74714836223791,3.73552446193698
"35","Itay","Goldfaden","M","SCAR","2018 SEC","12","50","Y","Free","49",NA,21.14,20.85,NA,3.05116698044209,3.03735394824481,NA
"36","Haley","McInerny","F","UKY","2018 SEC","7","500","Y","Free","22","21",294.49,286.53,285.77,5.68524504665774,5.65784324271476,5.65518729147674
"37","Christopher","Reid","M","BAMA","2018 SEC","22","200","Y","Free","8","7",98.04,94.5,94.54,4.58537555865991,4.5485998344997,4.54902302536509
"38","Kathleen","Hanley","F","LSU","2018 SEC","11","50","Y","Free","63",NA,24.96,24.39,NA,3.21727454350123,3.19417321222783,NA
"39","Tyler","Harper","M","LSU","2018 SEC","12","50","Y","Free","40",NA,20.69,20.4,NA,3.02965049175745,3.01553490085017,NA
"40","Tyler","Harper","M","LSU","2018 SEC","22","200","Y","Free","26",NA,99.41,97.27,NA,4.59925271222405,4.57749061688135,NA
"41","Tyler","Harper","M","LSU","2018 SEC","37","100","Y","Free","42",NA,45.46,44.91,NA,3.8168328184244,3.80466048709965,NA
"42","Leonie","Kullmann","F","BAMA","2018 SEC","7","500","Y","Free","14","9",281.95,284.96,279.36,5.64172975025319,5.65234881954135,5.63250127265124
"43","Sarah","Helm","F","BAMA","2018 SEC","11","50","Y","Free","39",NA,23.13,23.19,NA,3.14113047624335,3.14372115126744,NA
"44","Edith","Lingmann","F","SCAR","2018 SEC","11","50","Y","Free","48",NA,23.81,23.45,NA,3.17010566049877,3.15487049489229,NA
"45","Edith","Lingmann","F","SCAR","2018 SEC","21","200","Y","Free","48",NA,110.37,110.42,NA,4.70383835778479,4.7042912768559,NA
"46","Edith","Lingmann","F","SCAR","2018 SEC","36","100","Y","Free","39",NA,50.81,50.37,NA,3.92809318560564,3.91939575975756,NA
"47","Jack","Blake","M","BAMA","2018 SEC","22","200","Y","Free","48",NA,101.39,102.03,NA,4.61897446696449,4.62526688768721,NA
"48","Kelsey","Dambacher","F","FLOR","2018 SEC","11","50","Y","Free","29",NA,22.95,22.94,NA,3.13331793650655,3.13288211170122,NA
"49","Kelsey","Dambacher","F","FLOR","2018 SEC","21","200","Y","Free","13","12",106.86,106.73,106.27,4.67151956652962,4.67030228092587,4.6659830253846
"50","Kelsey","Dambacher","F","FLOR","2018 SEC","36","100","Y","Free","27",NA,49.81,49.82,NA,3.90821576708519,3.90841650983403,NA
"51","Reagan","Roob","F","VU","2018 SEC","11","50","Y","Free","65",NA,24.5,24.7,NA,3.19867311755068,3.20680324363393,NA
"52","Reagan","Roob","F","VU","2018 SEC","21","200","Y","Free","60",NA,114.11,113.37,NA,4.73716289544659,4.73065680602951,NA
"53","Reagan","Roob","F","VU","2018 SEC","36","100","Y","Free","60",NA,52.52,53.05,NA,3.9611940494346,3.97123486505999,NA
"54","Alyssa","Lemon","F","UARK","2018 SEC","21","200","Y","Free","51",NA,109.99,110.91,NA,4.70038945256903,4.70871906161665,NA
"55","Alyssa","Lemon","F","UARK","2018 SEC","7","500","Y","Free","47",NA,295.97,295,NA,5.69025809783631,5.68697535633982,NA
"56","Luke","Mankus","M","UMIZ","2018 SEC","12","50","Y","Free","7","7",19.39,19.64,19.59,2.96475746925456,2.97756830292632,2.97501923195645
"57","Shauna","Lee","F","UGA","2018 SEC","21","200","Y","Free","21","18",106.54,107.73,106.85,4.66852050148885,4.6796280969061,4.67142598176516
"58","Luke","Mankus","M","UMIZ","2018 SEC","37","100","Y","Free","15","15",43.67,43.93,44,3.77666136749747,3.78259745798769,3.78418963391826
"59","Amanda","Nunan","F","TENN","2018 SEC","21","200","Y","Free","45",NA,109.35,110.06,NA,4.69455374712278,4.70102567163161,NA
"60","Amanda","Nunan","F","TENN","2018 SEC","7","500","Y","Free","20","20",288.42,286.23,285.69,5.66441775113392,5.65679568343186,5.65490730687406
"61","Madeline","Hunt","F","VU","2018 SEC","36","100","Y","Free","55",NA,52.43,52.08,NA,3.95947894658444,3.95278099790031,NA
"62","Olivia","Anderson","F","UGA","2018 SEC","7","500","Y","Free","29",NA,288.6,288.42,NA,5.66504164633977,5.66441775113392,NA
"63","Peter","Stevens","M","TENN","2018 SEC","12","50","Y","Free","50",NA,22.07,20.88,NA,3.09421922026864,3.03879176301444,NA
"64","Justin","Rose","M","SCAR","2018 SEC","12","50","Y","Free","43",NA,20.24,20.52,NA,3.00766084441926,3.02140002030257,NA
"65","Emily","Cornell","F","SCAR","2018 SEC","21","200","Y","Free","17","17",110.07,107.17,106.51,4.7011165270353,4.67441635872491,4.66823887745507
"66","Justin","Rose","M","SCAR","2018 SEC","37","100","Y","Free","47",NA,46.4,45.12,NA,3.83729945923221,3.8093256071898,NA
"67","Kiera","Michailoff-Russell","F","UARK","2018 SEC","11","50","Y","Free","43",NA,23.34,23.31,NA,3.15016862685841,3.14888245304767,NA
"68","Kiera","Michailoff-Russell","F","UARK","2018 SEC","21","200","Y","Free","39",NA,111.15,109.57,NA,4.71088064041021,4.6965636144173,NA
"69","Kiera","Michailoff-Russell","F","UARK","2018 SEC","36","100","Y","Free","47",NA,50.82,50.99,NA,3.92828997789202,3.93162953506706,NA
"70","Sara","Metzsch","F","TA&M","2018 SEC","7","500","Y","Free","18","19",290.31,285.7,285.56,5.67094931756096,5.65494230923673,5.65445216463426
"71","Annah","Carney","F","UARK","2018 SEC","11","50","Y","Free","34",NA,23.15,23.08,NA,3.14199478053224,3.1389664416399,NA
"72","Annah","Carney","F","UARK","2018 SEC","21","200","Y","Free","35",NA,109.53,109.07,NA,4.69619848433566,4.69198987794065,NA
"73","Annah","Carney","F","UARK","2018 SEC","36","100","Y","Free","36",NA,51.49,50.29,NA,3.94138761405805,3.91780625018387,NA
"74","William","Brooks","M","UGA","2018 SEC","8","500","Y","Free","36",NA,267.19,267.85,NA,5.58796001581245,5.59042712232697,NA
"75","Gabrielle","Pick","F","LSU","2018 SEC","11","50","Y","Free","66",NA,25.78,25.48,NA,3.24959899751104,3.23789383070396,NA
"76","Sandra","Scott","F","UGA","2018 SEC","21","200","Y","Free","24","23",107.09,108.04,107.83,4.67366960241278,4.68250152892441,4.68055591289398
"77","Shane","Anderson","M","UKY","2018 SEC","12","50","Y","Free","39",NA,20.72,20.34,NA,3.03109941739128,3.01258939062041,NA
"78","Shane","Anderson","M","UKY","2018 SEC","22","200","Y","Free","33",NA,100.53,98.03,NA,4.61045619041733,4.58527355427363,NA
"79","Shane","Anderson","M","UKY","2018 SEC","37","100","Y","Free","29",NA,45.21,44.47,NA,3.81131830130651,3.79481480452261,NA
"80","Giovanny","Lima","M","UMIZ","2018 SEC","8","500","Y","Free","31",NA,259.35,265.15,NA,5.55817850079741,5.58029570358314,NA
"81","Hank","Siefert","M","UKY","2018 SEC","22","200","Y","Free","25",NA,100.42,97.01,NA,4.60936139060656,4.57481406597319,NA
"82","Jackson","Lucas","M","LSU","2018 SEC","8","500","Y","Free","37",NA,270.4,267.92,NA,5.59990234416881,5.59068842848595,NA
"83","Christopher","McAnany","M","TA&M","2018 SEC","12","50","Y","Free","47",NA,21.24,20.8,NA,3.05588619637374,3.03495298670727,NA
"84","Peter","Wetzlar","M","UKY","2018 SEC","37","100","Y","Free","14","16",44.56,43.89,44.01,3.79683659561903,3.78168650370014,3.784416880823
"85","Robert","Howard","M","BAMA","2018 SEC","22","200","Y","Free","9","9",93.75,94.59,94.61,4.54063166485052,4.54955176222508,4.54976317871635
"86","Rafael","Davila","M","SCAR","2018 SEC","22","200","Y","Free","23","24",101.15,96.54,97.32,4.61660456361375,4.56995743023235,4.57800451791532
"87","Rafael","Davila","M","SCAR","2018 SEC","8","500","Y","Free","11","11",265.23,258.61,257.29,5.58059737408582,5.55532113535035,5.55020385339446
"88","Hannah","Musser","F","BAMA","2018 SEC","36","100","Y","Free","43",NA,50.51,50.69,NA,3.92217133647996,3.92572865248426,NA
"89","Thomas","Hang","M","SCAR","2018 SEC","12","50","Y","Free","54",NA,22,21.86,NA,3.09104245335832,3.08465848274839,NA
"90","Javier","Acevedo","M","UGA","2018 SEC","12","50","Y","Free","9","10",19.73,19.75,19.65,2.98214032003452,2.98315349134713,2.97807733831527
"91","Temarie","Tomley","F","BAMA","2018 SEC","11","50","Y","Free","13","12",23.03,22.55,22.54,3.13679771383259,3.11573506594869,3.11529150861163
"92","Walker","Higgins","M","UGA","2018 SEC","22","200","Y","Free","19","23",96.51,96.31,96.98,4.56964662991904,4.56757215557277,4.57450477167721
"93","Walker","Higgins","M","UGA","2018 SEC","8","500","Y","Free","7","6",258.88,257.2,261.37,5.55636463387013,5.54985399236346,5.56593702796276
"94","Hannah","Stevens","F","UMIZ","2018 SEC","11","50","Y","Free","12","14",22.5,22.47,22.64,3.11351530921037,3.11218108619724,3.11971825333498
"95","Enzo","Martinez Scarpe","M","FLOR","2018 SEC","12","50","Y","Free","8","8",19.62,19.73,19.68,2.97654945413722,2.98214032003452,2.97960289162411
"96","Enzo","Martinez Scarpe","M","FLOR","2018 SEC","22","200","Y","Free","43",NA,98.87,99.83,NA,4.59380585590904,4.60346873934833,NA
"97","Lia","Joslin","F","LSU","2018 SEC","11","50","Y","Free","62",NA,24.19,24.32,NA,3.18593932462194,3.19129905709797,NA
"98","Breanna","Sapienza","F","VU","2018 SEC","11","50","Y","Free","49",NA,23.48,23.51,NA,3.1561489949599,3.15742586255198,NA
"99","Caroline","Beene","F","BAMA","2018 SEC","36","100","Y","Free","48",NA,50.43,51,NA,3.92058623608863,3.93182563272433,NA
"100","Stephanie","Peters","F","UGA","2018 SEC","7","500","Y","Free","8","6",283.88,283.29,282.16,5.64855161365678,5.64647110794309,5.6424742859278
"101","Summer","Brown","F","VU","2018 SEC","21","200","Y","Free","57",NA,111.8,111.88,NA,4.716711560721,4.71742686833376,NA
"102","Summer","Brown","F","VU","2018 SEC","36","100","Y","Free","57",NA,52.35,52.45,NA,3.95795193731655,3.95986033484231,NA
"103","William","Freeman","M","BAMA","2018 SEC","8","500","Y","Free","41",NA,266.7,271.05,NA,5.58612443118797,5.60230330570635,NA
"104","Tyler","Sesvold","M","BAMA","2018 SEC","12","50","Y","Free","11","15",20.42,19.89,19.94,3.01651481273652,2.99021709286588,2.99272776453369
"105","Kenedy","Thaman","F","UARK","2018 SEC","21","200","Y","Free","38",NA,109.11,109.36,NA,4.69235654766701,4.69464519241569,NA
"106","Tyler","Sesvold","M","BAMA","2018 SEC","37","100","Y","Free","34",NA,44.69,44.66,NA,3.79974976294536,3.79907824641201,NA
"107","Mary","Brakefield","F","TENN","2018 SEC","11","50","Y","Free","38",NA,23.35,23.16,NA,3.15059698411491,3.14242665270479,NA
"108","Joshua","Walsh","M","TENN","2018 SEC","8","500","Y","Free","47",NA,269.7,273.99,NA,5.59731023014568,5.6130916093717,NA
"109","Emma","Ball","F","FLOR","2018 SEC","11","50","Y","Free","40",NA,22.62,23.21,NA,3.11883447068797,3.14458322028635,NA
"110","Caleb","Rhodenbaugh","M","UMIZ","2018 SEC","12","50","Y","Free","52",NA,21.59,21.74,NA,3.07223024452672,3.07915388169306,NA
"111","Christopher","Staka","M","BAMA","2018 SEC","12","50","Y","Free","19","23",20.18,19.99,20.15,3.00469201492546,2.99523214851231,3.00320428839269
"112","Talmadge","Davis","M","UGA","2018 SEC","8","500","Y","Free","12","12",258.91,259.19,257.77,5.55648051096329,5.55756138348697,5.55206771445515
"113","Jillian","Hatch","F","FLOR","2018 SEC","21","200","Y","Free","56",NA,109.37,111.35,NA,4.69473662934713,4.71267839370338,NA
"114","Jarod","Kehl","M","UKY","2018 SEC","8","500","Y","Free","42",NA,267.99,271.22,NA,5.59094966638186,5.6029302996598,NA
"115","Jillian","Hatch","F","FLOR","2018 SEC","7","500","Y","Free","43",NA,292.22,293.47,NA,5.67750694324394,5.68177541939311,NA
"116","Georgia","Darwent","F","FLOR","2018 SEC","21","200","Y","Free","46",NA,111.39,110.17,NA,4.7130375568571,4.70202462735197,NA
"117","Andrew","Brady","M","FLOR","2018 SEC","8","500","Y","Free","3","8",258.6,254.98,262.55,5.55528246633776,5.54118511070998,5.57044154008387
"118","Josh","Dannhauser","M","AUB","2018 SEC","22","200","Y","Free","35",NA,98.96,98.14,NA,4.59471572808423,4.58639503066176,NA
"119","Josh","Dannhauser","M","AUB","2018 SEC","8","500","Y","Free","15","13",263.52,259.83,258.22,5.57412926642933,5.56002757101106,5.55381193474657
"120","Constanze","Moseley","F","TENN","2018 SEC","21","200","Y","Free","2","3",104.63,105.19,104.88,4.65043031739296,4.65576823875118,4.65281683945544
"121","Constanze","Moseley","F","TENN","2018 SEC","36","100","Y","Free","9","9",48.12,48.86,48.58,3.87369789110648,3.88895906582959,3.88321192357403
"122","Donna","Blaum","F","UGA","2018 SEC","11","50","Y","Free","42",NA,23.2,23.27,NA,3.14415227867226,3.1471649773142,NA
"123","Isabella","Garofalo","F","FLOR","2018 SEC","36","100","Y","Free","24","24",50.48,49.64,49.93,3.92157721823296,3.90479696033641,3.91062202451252
"124","Patrick","McCrillis","M","SCAR","2018 SEC","12","50","Y","Free","41",NA,20.44,20.42,NA,3.0174937653355,3.01651481273652,NA
"125","Amelia","Maughan","F","FLOR","2018 SEC","11","50","Y","Free","25",NA,23.23,22.83,NA,3.14544454678232,3.1280754605417,NA
"126","Victoria","Bindi","F","FLOR","2018 SEC","11","50","Y","Free","44",NA,23.58,23.32,NA,3.16039889510922,3.14931136148229,NA
"127","Victoria","Bindi","F","FLOR","2018 SEC","21","200","Y","Free","20","21",108.36,107.69,107.36,4.68545901721689,4.67925672934079,4.67618767322337
"128","Victoria","Bindi","F","FLOR","2018 SEC","36","100","Y","Free","32",NA,50.27,50.2,NA,3.91740847770448,3.91601502669768,NA
"129","Grace","Horton","F","LSU","2018 SEC","11","50","Y","Free","28",NA,22.95,22.91,NA,3.13331793650655,3.1315734964654,NA
"130","Jordan","Stout","F","UGA","2018 SEC","21","200","Y","Free","14","14",106.44,106.82,106.67,4.66758144610949,4.67114517491162,4.66973995663739
"131","Grace","Horton","F","LSU","2018 SEC","36","100","Y","Free","37",NA,50.18,50.31,NA,3.91561654093828,3.91820386450323,NA
"132","Brody","Heck","M","AUB","2018 SEC","37","100","Y","Free","33",NA,44.24,44.65,NA,3.78962935721408,3.79885430732251,NA
"133","Jacob","Wielinski","M","UMIZ","2018 SEC","8","500","Y","Free","20","21",262.58,261.38,261.21,5.57055579750596,5.56597528716889,5.56532468150863
"134","Bailey","Grinter","F","TENN","2018 SEC","11","50","Y","Free","8","6",22.67,22.28,22.26,3.12104246451944,3.10368941505908,3.1027913458474
"135","Mitchell","Upchurch","M","AUB","2018 SEC","37","100","Y","Free","44",NA,43.98,44.99,NA,3.78373498512661,3.80644024285308,NA
"136","Nikki","Miller","F","FLOR","2018 SEC","7","500","Y","Free","42",NA,287.2,293.32,NA,5.66017883717407,5.6812641632256,NA
"137","Grant","Schenk","M","AUB","2018 SEC","22","200","Y","Free","40",NA,98.72,98.96,NA,4.59228756015708,4.59471572808423,NA
"138","Grant","Schenk","M","AUB","2018 SEC","8","500","Y","Free","40",NA,270.4,269.72,NA,5.59990234416881,5.59738438386638,NA
"139","Heather","Merritt","F","SCAR","2018 SEC","21","200","Y","Free","19","20",108.16,107.26,107.19,4.68361161229465,4.67525579355478,4.67460296070343
"140","Kornkarnjana","Sapianchai","F","TA&M","2018 SEC","11","50","Y","Free","22","20",22.75,22.74,22.7,3.12456514539696,3.12412548832239,3.12236492448736
"141","Heather","Merritt","F","SCAR","2018 SEC","7","500","Y","Free","37",NA,293.51,291.6,NA,5.68191171023798,5.6753830001345,NA
"142","Kornkarnjana","Sapianchai","F","TA&M","2018 SEC","36","100","Y","Free","26",NA,49.41,49.76,NA,3.90015283285766,3.90721144843092,NA
"143","Kahra","Williams","F","FLOR","2018 SEC","7","500","Y","Free","17","18",286.17,285.5,284.6,5.65658603982523,5.65424202909607,5.65108468565575
"144","Laurent","Bams","M","BAMA","2018 SEC","37","100","Y","Free","13","13",43.07,43.6,43.75,3.76282669906602,3.77505715035499,3.77849161280362
"145","Savanna","Faulconer","F","FLOR","2018 SEC","7","500","Y","Free","13","14",283.77,284.74,283.98,5.64816405089319,5.6515764831856,5.64890381314621
"146","Jackson","Gunning","M","UKY","2018 SEC","22","200","Y","Free","42",NA,103.05,99.69,NA,4.63521430733647,4.60206537103461,NA
"147","Karl","Luht","M","LSU","2018 SEC","12","50","Y","Free","37",NA,20.47,20.26,NA,3.0189603996732,3.00864849882054,NA
"148","Sonnele","Oeztuerk","F","AUB","2018 SEC","7","500","Y","Free","15","15",295.32,285.03,284.37,5.68805951419096,5.65259443788677,5.65027620713306
"149","Santiago","Corredor","M","FLOR","2018 SEC","8","500","Y","Free","17","18",258.9,261.14,258.57,5.55644188675749,5.56505666197989,5.55516645032742
"150","Sarah","Smith","F","SCAR","2018 SEC","21","200","Y","Free","59",NA,114.24,112.46,NA,4.73830149859127,4.72259760286406,NA
"151","Sarah","Smith","F","SCAR","2018 SEC","7","500","Y","Free","44",NA,292.25,294.05,NA,5.67760960035218,5.68374982090597,NA
"153","Matthew","Klotz","M","LSU","2018 SEC","12","50","Y","Free","33",NA,20.53,20.18,NA,3.02188723103084,3.00469201492546,NA
"154","William","Riggs","M","SCAR","2018 SEC","8","500","Y","Free","34",NA,273.51,266.19,NA,5.61133818426492,5.58421033951536,NA
"155","Kira","Zubar","F","UMIZ","2018 SEC","21","200","Y","Free","42",NA,106,109.7,NA,4.66343909411207,4.69774936728118,NA
"156","Kira","Zubar","F","UMIZ","2018 SEC","7","500","Y","Free","35",NA,278.8,290.37,NA,5.63049467888637,5.67115597182911,NA
"157","Zane","Waddell","M","BAMA","2018 SEC","37","100","Y","Free","10","9",42.68,43.17,42.8,3.75373042643355,3.76514580956739,3.75653810258775
"158","Haley","Hynes","F","UMIZ","2018 SEC","36","100","Y","Free","44",NA,49.94,50.77,NA,3.91082228485163,3.9273056289593,NA
"159","McKenna","DeBever","F","TA&M","2018 SEC","36","100","Y","Free","22","22",49.8,49.47,49.27,3.90801498403061,3.90136642523962,3.89731537655587
"160","Kathleen","Hanley","F","LSU","2018 SEC","21","200","Y","Free","47",NA,111.13,110.27,NA,4.71070068719755,4.70293190377059,NA
"161","Leonie","Kullmann","F","BAMA","2018 SEC","21","200","Y","Free","9","9",105.88,106.04,105.09,4.6623063773589,4.66381638142082,4.65481712587751
"162","Leonie","Kullmann","F","BAMA","2018 SEC","36","100","Y","Free","32",NA,52.48,50.2,NA,3.96043214463583,3.91601502669768,NA
"163","Samantha","Porter","F","UMIZ","2018 SEC","7","500","Y","Free","48",NA,290.4,295.42,NA,5.67125928295064,5.68839807261245,NA
"164","Erika","Brown","F","TENN","2018 SEC","11","50","Y","Free","1","1",21.5,21.6,21.39,3.06805293513362,3.07269331469012,3.06292352309431
"165","Katherine","Hornaday","F","VU","2018 SEC","11","50","Y","Free","64",NA,24.39,24.48,NA,3.19417321222783,3.19785645764413,NA
"166","Eleanor","Baldwin","F","LSU","2018 SEC","21","200","Y","Free","43",NA,109.62,109.82,NA,4.69701983961797,4.69884266185073,NA
"167","Jack","Blake","M","BAMA","2018 SEC","12","50","Y","Free","32",NA,20.1,20.17,NA,3.00071981506503,3.00419635196612,NA
"168","Jorie","Caneta","F","TA&M","2018 SEC","11","50","Y","Free","54",NA,24.08,23.73,NA,3.18138162044062,3.16674007044767,NA
"169","Jack","Blake","M","BAMA","2018 SEC","37","100","Y","Free","44",NA,44.89,44.99,NA,3.80421505279384,3.80644024285308,NA
"170","Joy","Field","F","TA&M","2018 SEC","21","200","Y","Free","49",NA,110.53,110.77,NA,4.70528697732286,4.70745597952884,NA
"171","Evan","Heldman","M","BAMA","2018 SEC","22","200","Y","Free","30",NA,98.26,97.74,NA,4.5876170267405,4.58231089184201,NA
"172","Evan","Heldman","M","BAMA","2018 SEC","37","100","Y","Free","50",NA,45.42,45.38,NA,3.81595253667741,3.8150714793517,NA
"173","Evan","Heldman","M","BAMA","2018 SEC","8","500","Y","Free","39",NA,261.63,268.88,NA,5.566931291907,5.59426518341685,NA
"174","Michael","Thibert","M","TA&M","2018 SEC","12","50","Y","Free","33",NA,20.32,20.18,NA,3.01160562271028,3.00469201492546,NA
"175","Michael","Thibert","M","TA&M","2018 SEC","22","200","Y","Free","29",NA,97.71,97.58,NA,4.58200390795625,4.58067255438769,NA
"176","Michael","Thibert","M","TA&M","2018 SEC","37","100","Y","Free","23","23",44.43,44.23,44.33,3.79391491694782,3.78940329188024,3.79166164875696
"177","Micah","Slaton","M","UMIZ","2018 SEC","37","100","Y","Free","27",NA,44.65,44.39,NA,3.79885430732251,3.79301421884594,NA
"178","Alec","Connolly","M","TENN","2018 SEC","37","100","Y","Free","12","11",43.3,43.53,43.23,3.76815263500844,3.77345035556421,3.76653469867954
"179","Shauna","Lee","F","UGA","2018 SEC","36","100","Y","Free","50",NA,51.11,51.25,NA,3.93398017278019,3.93671561801852,NA
"180","Marlena","Pigliacampi","F","UARK","2018 SEC","36","100","Y","Free","51",NA,51.3,51.26,NA,3.93769075217672,3.93691072093592,NA
"181","Christian","Arseneau","M","BAMA","2018 SEC","37","100","Y","Free","31",NA,44.39,44.58,NA,3.79301421884594,3.79728532795772,NA
"182","David","Heron","M","TENN","2018 SEC","22","200","Y","Free","46",NA,101.78,100.79,NA,4.62281362116069,4.61303914436679,NA
"183","David","Heron","M","TENN","2018 SEC","8","500","Y","Free","26",NA,266.19,263.29,NA,5.58421033951536,5.57325608628995,NA
"184","Adam","Koster","M","TA&M","2018 SEC","37","100","Y","Free","9","10",43.73,43.12,43.08,3.77803436542483,3.76398692660074,3.76305885228819
"185","Leyre","Casarin","F","LSU","2018 SEC","11","50","Y","Free","47",NA,23.31,23.41,NA,3.14888245304767,3.15316328150282,NA
"186","Leyre","Casarin","F","LSU","2018 SEC","36","100","Y","Free","49",NA,50.36,51.04,NA,3.91919720917615,3.93260963903653,NA
"187","Daniel","Kober","M","BAMA","2018 SEC","8","500","Y","Free","38",NA,263.03,268.12,NA,5.57226809411352,5.59143464148976,NA
"188","Joshua","Walsh","M","TENN","2018 SEC","37","100","Y","Free","46",NA,44.55,45.04,NA,3.79661215391682,3.80755098383143,NA
"189","Julia","Kukla","F","BAMA","2018 SEC","36","100","Y","Free","37",NA,50.81,50.31,NA,3.92809318560564,3.91820386450323,NA
"190","Julia","Kukla","F","BAMA","2018 SEC","7","500","Y","Free","40",NA,293.74,292.3,NA,5.68269502232572,5.6777806721172,NA
"191","Raena","Eldridge","F","TA&M","2018 SEC","11","50","Y","Free","14","16",22.66,22.57,22.78,3.12060125559986,3.11662159082944,3.12588295801904
