"","First","Last","Gender","Team","Meet","EventNo","Distance","Course","Stroke","PrelimPlace","FinalPlace","SeedTime","PrelimTime","FinalTime","LogSeedTime","LogPrelimTime","LogFinalTime"
"5935","Olivia","Smoliga","F","UGA","2016 SEC","25","100","Y","Back","2","1",51.5,51.25,50.8,3.94158180766969,3.93671561801852,3.92789635458444
"5945","Jonathan","Boland","M","SCAR","2016 SEC","26","100","Y","Back","10","11",47.78,47.05,47.36,3.86660714189766,3.85121086603139,3.85777799057575
"5955","Corey","Main","M","FLOR","2016 SEC","26","100","Y","Back","5","6",46.84,46.25,46.26,3.84673753872952,3.83406146395843,3.83427765680329
"5965","William","Wellford","M","BAMA","2016 SEC","26","100","Y","Back","17","18",48.14,47.84,47.57,3.87411343235493,3.86786210964238,3.86220231044419
"5975","Bayley","Main","M","FLOR","2016 SEC","35","200","Y","Back","14","14",106.74,103.74,104.16,4.6703959709058,4.64188776892325,4.64592817846026
"5985","Mary","Beckwith","F","VU","2016 SEC","34","200","Y","Back","46",NA,125.1,127.46,NA,4.82911341747287,4.84780258988615,NA
"5995","Thomas","Smith","M","LSU","2016 SEC","35","200","Y","Back","8","7",102.77,102.78,103.04,4.63249348163698,4.63259078156408,4.63511726235604
"6005","Juan Jose","Rocha de Murga","M","TA&M","2016 SEC","35","200","Y","Back","37",NA,108.06,110.45,NA,4.68268662841592,4.70456292986613,NA
"6019","Alexander","Carson","M","LSU","2016 SEC","26","100","Y","Back","33",NA,53.06,49.85,NA,3.97142334870959,3.90901849640785,NA
"6025","Sarah","Reynolds","F","AUB","2016 SEC","34","200","Y","Back","11","13",115.8,114.95,114.89,4.7518645651389,4.74449725120919,4.74397514886527
"6035","Connor","Oslin","M","BAMA","2016 SEC","35","200","Y","Back","4","2",101.85,101.44,100.42,4.62350114267281,4.61946749068892,4.60936139060656
"6045","Hannah","Stevens","F","UMIZ","2016 SEC","25","100","Y","Back","5","5",52.22,51.89,52.23,3.95546556327098,3.94912609337965,3.95565704244821
"6055","Sarah","Reynolds","F","AUB","2016 SEC","25","100","Y","Back","8","7",53.93,53.02,52.69,3.98768690934914,3.97066920086088,3.96442568422119
"6065","Caroline","Baddock","F","AUB","2016 SEC","34","200","Y","Back","7","6",113.65,113.9,113.78,4.73312355029855,4.73532087045314,4.7342667593225
"6075","Eun Sol","Chon","F","VU","2016 SEC","25","100","Y","Back","43",NA,0,59.76,NA,-Inf,4.09033654082456,NA
"6085","Nicholas","Salyers","M","UGA","2016 SEC","26","100","Y","Back","16","16",49.13,47.74,48,3.89446984618056,3.86576962091068,3.87120101090789
"6095","Madison","Umberger","F","ARK","2016 SEC","25","100","Y","Back","33",NA,55.99,55.81,NA,4.0251731033608,4.02195306480034,NA
"6109","Colleen","Callahan","F","TENN","2016 SEC","38","200","Y","Breast","14","14",133.95,132.78,132.99,4.89746659599062,4.88869362329101,4.89027393742507
"6119","Thomas","Brewer","M","AUB","2016 SEC","39","200","Y","Breast","11","13",120.17,117.12,117.16,4.78890740692321,4.763199050213,4.76354052195953
"6125","Katharine","Ross","F","UMIZ","2016 SEC","38","200","Y","Breast","4","4",129.7,128.91,128.59,4.8652240913224,4.85911448645501,4.85662904828235
"6135","Alec","Scott","M","BAMA","2016 SEC","28","100","Y","Breast","35",NA,58.05,57.93,NA,4.0613047081439,4.05923538510853,NA
"6145","Paige","Scheriger","F","FLOR","2016 SEC","38","200","Y","Breast","26",NA,134.37,135.8,NA,4.90059718888732,4.9111832151246,NA
"6155","Emma","Murray","F","BAMA","2016 SEC","27","100","Y","Breast","25",NA,62.92,62.86,NA,4.14186407819008,4.14091003136942,NA
"6165","Kara","Lucenti","F","VU","2016 SEC","38","200","Y","Breast","19","19",133.08,133.95,132.6,4.89095045115028,4.89746659599062,4.88733707775176
"6175","Beatriz","Travalon","F","AUB","2016 SEC","38","200","Y","Breast","34",NA,137.43,140.03,NA,4.92311469656676,4.94185668536769,NA
"6185","Hannah","Holman","F","TENN","2016 SEC","27","100","Y","Breast","12","11",62.82,61.25,61.1,4.1402734941105,4.11496384942484,4.11251186617755
"6195","Bridget","Blood","F","BAMA","2016 SEC","27","100","Y","Breast","6","2",60.43,60.03,59.44,4.10148567037347,4.09484443726375,4.0849674004095
"6205","Ellen","Johnson","F","SCAR","2016 SEC","27","100","Y","Breast","26",NA,63.85,63.05,NA,4.15653658247855,4.14392806241093,NA
"6219","Ann","Davies","F","UKY","2016 SEC","38","200","Y","Breast","16","15",134.34,132.94,133.39,4.90037389983872,4.88989789861344,4.89327716815295
"6225","Sycerika","McMahon","F","TA&M","2016 SEC","27","100","Y","Breast","10","9",61.48,60.99,60.41,4.1187119186704,4.11070991630837,4.10115465415065
"6235","Christian","Aragona","M","UMIZ","2016 SEC","28","100","Y","Breast","25",NA,57.83,55.32,NA,4.05750767217013,4.01313450679656,NA
"6245","Sycerika","McMahon","F","TA&M","2016 SEC","38","200","Y","Breast","12","12",132.31,132.47,132.59,4.88514765405432,4.88635620469617,4.88726166012663
"6255","Morgan","Belli","F","UKY","2016 SEC","38","200","Y","Breast","30",NA,142.86,138.58,NA,4.96186512972683,4.93144777619924,NA
"6265","Madison","Strathman","F","ARK","2016 SEC","27","100","Y","Breast","19","20",62.91,62.13,62.29,4.14170513358194,4.1292289640756,4.13180089926605
"6275","Abigail","Duncan","F","UMIZ","2016 SEC","27","100","Y","Breast","2","3",58.83,59.29,59.68,4.07465192887636,4.08244065771928,4.08899695589551
"6285","Hannah","Holman","F","TENN","2016 SEC","38","200","Y","Breast","18","18",134.48,133.42,132.55,4.90141548910036,4.89350204728137,4.88695993273504
"6295","Justine","Macfarlane","F","BAMA","2016 SEC","38","200","Y","Breast","21","23",134,134.29,133.88,4.89783979995091,4.90000164059308,4.89694387634313
"6305","Annie","Lazor","F","AUB","2016 SEC","38","200","Y","Breast","6","3",128.47,129.76,128.31,4.85569541404352,4.8656865903671,4.85444921090693
"6319","Ross","Dibblin","M","TENN","2016 SEC","39","200","Y","Breast","15","12",120.59,118.03,117,4.7923963621155,4.77093882944098,4.76217393479776
"6325","Colin","Monaghan","M","UGA","2016 SEC","28","100","Y","Breast","23","20",56.03,54.62,54.42,4.02588726157719,4.00040011604556,3.9967317333551
"6335","Bethany","Galat","F","TA&M","2016 SEC","38","200","Y","Breast","8","1",129.1,130.2,127.83,4.8605872978526,4.86907172977447,4.85070125617993
"6345","Maddie","Edwards","F","ARK","2016 SEC","38","200","Y","Breast","40",NA,142.11,142.74,NA,4.95660140560377,4.96102479354292,NA
"6355","Stephanie","Klotz","F","BAMA","2016 SEC","38","200","Y","Breast","24","22",135.24,134.88,133.87,4.90705097783969,4.90438549425355,4.89686917979781
"6365","Bridget","Blood","F","BAMA","2016 SEC","38","200","Y","Breast","1","8",131.95,128.25,130.05,4.88242306294933,4.85398148405088,4.86791899189466
"6375","James","Guest","M","UGA","2016 SEC","39","200","Y","Breast","9","9",117.86,116.39,115.77,4.76949747940977,4.75694662095388,4.75160546421764
"6385","Emma","Murray","F","BAMA","2016 SEC","38","200","Y","Breast","0",NA,137.56,135.64,NA,4.92406018556407,4.91000431725744,NA
"6395","Karolina","Szczepaniak","F","BAMA","2016 SEC","38","200","Y","Breast","0",NA,138.75,0,NA,4.93267375262654,-Inf,NA
"6405","Jordan","Jones","M","AUB","2016 SEC","39","200","Y","Breast","19","22",120.2,118.96,119.13,4.78915702210111,4.7787873021519,4.78021533381127
"6419","Alex","Lebed","M","FLOR","2016 SEC","39","200","Y","Breast","31",NA,123.13,120.62,NA,4.81324070780478,4.79264510802284,NA
"6425","Colleen","O'Neil","F","LSU","2016 SEC","38","200","Y","Breast","13","16",133.13,132.71,133.58,4.89132609444383,4.88816629644916,4.89470054929749
"6435","Beatriz","Travalon","F","AUB","2016 SEC","27","100","Y","Breast","13","15",61.44,61.36,61.85,4.11806108883942,4.116758157059,4.1247120988385
"6445","Garrett","House","M","LSU","2016 SEC","39","200","Y","Breast","21","23",119.2,119.13,119.34,4.78080275463125,4.78021533381127,4.78197656209394
"6455","Kara","Lucenti","F","VU","2016 SEC","27","100","Y","Breast","18","22",61.96,61.97,62.53,4.12648901554867,4.12665039697402,4.13564644157921
"6465","Harry","Ackland","M","LSU","2016 SEC","28","100","Y","Breast","30",NA,56.14,55.56,NA,4.02784857093374,4.01746351788614,NA
"6475","Colin","Monaghan","M","UGA","2016 SEC","39","200","Y","Breast","23","24",124.3,119.24,119.72,4.82269799851667,4.78113826880987,4.7851556829845
"6485","Nicholas","Staver","M","UMIZ","2016 SEC","39","200","Y","Breast","18","18",120.91,118.92,118.16,4.79504646718616,4.7784509981299,4.77203963822312
"6495","Marian","Yurchishin","F","BAMA","2016 SEC","27","100","Y","Breast","24","24",62.11,62.85,62.86,4.12890700657121,4.14075093503626,4.14091003136942
"6505","Fabian","Schwingenschlogl","M","UMIZ","2016 SEC","28","100","Y","Breast","1","2",51.36,52.26,52.13,3.93885965938171,3.95623126009247,3.95374059878001
"6518","Anna","McKenzie","F","UGA","2016 SEC","27","100","Y","Breast","32",NA,64.98,64.83,NA,4.17407953024095,4.1717684591869,NA
"6525","Katharine","Ross","F","UMIZ","2016 SEC","27","100","Y","Breast","1","1",58.66,58.98,58.38,4.07175806354931,4.07719840338713,4.06697336542597
"6535","Nils","Wich-Glasen","M","SCAR","2016 SEC","28","100","Y","Breast","4","5",52.63,52.74,52.83,3.96328629936569,3.96537418092514,3.96707921117622
"6545","Frida","Jakobsson","F","UKY","2016 SEC","38","200","Y","Breast","36",NA,142.02,140.19,NA,4.95596789275395,4.94299864538044,NA
"6555","Abigail","Duncan","F","UMIZ","2016 SEC","38","200","Y","Breast","5","5",127.02,129.38,128.65,4.84434455437483,4.86275381061584,4.85709553872775
"6565","Allyson","Dupay","F","UKY","2016 SEC","38","200","Y","Breast","31",NA,139.16,138.67,NA,4.93562435028374,4.93209700976577,NA
"6575","Brittany","Oxley","F","SCAR","2016 SEC","27","100","Y","Breast","28",NA,63.64,63.33,NA,4.15324220346959,4.14835915052834,NA
"6585","Kacie","Dunham","F","VU","2016 SEC","38","200","Y","Breast","41",NA,146.4,143.86,NA,4.98634260152721,4.96884060443921,NA
"6595","Austin","Haney","M","UKY","2016 SEC","39","200","Y","Breast","32",NA,125.26,121.02,NA,4.83039157709727,4.79595582119418,NA
"6605","Miranda","Mercke","F","UMIZ","2016 SEC","27","100","Y","Breast","22","18",63.54,62.45,61.88,4.15166962884137,4.13436623657159,4.12519702570487
"6619","Ellen","Johnson","F","SCAR","2016 SEC","38","200","Y","Breast","28",NA,142.08,136.35,NA,4.95639027924386,4.9152251092916,NA
"6625","Maddie","Edwards","F","ARK","2016 SEC","27","100","Y","Breast","29",NA,63.69,63.39,NA,4.15402756438327,4.14930612029607,NA
"6635","Michael","Duderstadt","M","AUB","2016 SEC","28","100","Y","Breast","2","1",52.14,52.43,51.94,3.95393240850536,3.95947894658444,3.9500892062346
"6645","Fabian","Schwingenschlogl","M","UMIZ","2016 SEC","39","200","Y","Breast","3","2",113.64,115.05,113.87,4.73303555698599,4.74536681648137,4.73505744682251
"6655","Caitlin","Casazza","F","UGA","2016 SEC","27","100","Y","Breast","15","12",63.25,61.67,61.33,4.14709512760763,4.1217975890034,4.11626911963789
"6665","Ryan","Cade","M","LSU","2016 SEC","28","100","Y","Breast","34",NA,58.48,56.68,NA,4.06868481544152,4.03742141482248,NA
"6675","Justine","Macfarlane","F","BAMA","2016 SEC","27","100","Y","Breast","14","14",62.41,61.65,61.67,4.13372551894595,4.12147322961035,4.1217975890034
"6685","John","Mattern","M","UGA","2016 SEC","39","200","Y","Breast","36",NA,123.29,122.76,NA,4.81453930388046,4.81023122975154,NA
"6694","Robert","Petras","M","LSU","2016 SEC","39","200","Y","Breast","38",NA,130.7,126.37,NA,4.87290462063018,4.83921411177059,NA
"6705","Ross","Dibblin","M","TENN","2016 SEC","28","100","Y","Breast","10","10",54.26,53.5,53.7,3.99378730723079,3.97968165390196,3.98341300151482
"6719","Silas","Dejean","M","LSU","2016 SEC","39","200","Y","Breast","29",NA,119.02,119.87,NA,4.77929154621671,4.78640782221901,NA
"6725","Matthew","Dunphy","M","TENN","2016 SEC","28","100","Y","Breast","13","14",56.13,53.85,54.08,4.02767042895411,3.9862024036024,3.99046443173471
"6735","Jordan","O'Brien","M","UMIZ","2016 SEC","28","100","Y","Breast","16","12",54.37,53.98,53.75,3.99581253115783,3.98861360758986,3.98434366700777
"6745","Jordan","O'Brien","M","UMIZ","2016 SEC","39","200","Y","Breast","24","20",119.16,119.37,118.84,4.78046712784508,4.78222791310695,4.77777805059441
"6755","Annie","Lazor","F","AUB","2016 SEC","27","100","Y","Breast","3","3",59.76,59.73,59.68,4.09033654082456,4.08983440674421,4.08899695589551
"6765","Stephanie","Klotz","F","BAMA","2016 SEC","27","100","Y","Breast","20","19",63,62.29,62.14,4.14313472639153,4.13180089926605,4.1293899039649
"6775","Michael","Duderstadt","M","AUB","2016 SEC","39","200","Y","Breast","4","1",117.38,115.31,113.5,4.76541653513019,4.74762415378302,4.73180283692146
"6785","Kathryn","Coughlin","F","VU","2016 SEC","38","200","Y","Breast","39",NA,140.48,140.4,NA,4.94506512988681,4.94449549159171,NA
"6795","Thomas","Brewer","M","AUB","2016 SEC","28","100","Y","Breast","18","18",55.43,54.22,54.15,4.01512096343171,3.99304984407052,3.991757973447
"6805","Basil","Orr","M","UGA","2016 SEC","28","100","Y","Breast","28",NA,56.4,55.42,NA,4.03246915850401,4.01494053943483,NA
"6819","Basil","Orr","M","UGA","2016 SEC","39","200","Y","Breast","30",NA,121.61,119.91,NA,4.80081920299291,4.78674146139134,NA
"6825","Paige","Scheriger","F","FLOR","2016 SEC","27","100","Y","Breast","27",NA,63.14,63.06,NA,4.14535448312985,4.14408665411692,NA
"6835","Kacie","Dunham","F","VU","2016 SEC","27","100","Y","Breast","34",NA,68.8,67.13,NA,4.2312037449393,4.20663103795066,NA
"6845","Ross","Palazzo","M","FLOR","2016 SEC","39","200","Y","Breast","19","19",121.47,118.96,118.61,4.79966731871218,4.7787873021519,4.77584080004118
"6855","Jordy","Groters","M","UMIZ","2016 SEC","28","100","Y","Breast","8","6",54.03,53.17,52.85,3.98953944785597,3.97349432751625,3.96745771231625
"6865","Sydney","Angell","F","ARK","2016 SEC","38","200","Y","Breast","0",NA,135.4,139.23,NA,4.90823336047817,4.93612724192119,NA
"6875","Michal","Rokita","M","UMIZ","2016 SEC","28","100","Y","Breast","19","19",55.36,54.26,54.31,4.01385731130941,3.99378730723079,3.99470837204675
"6885","Miranda","Mercke","F","UMIZ","2016 SEC","38","200","Y","Breast","32",NA,140.44,138.95,NA,4.94478035130023,4.93411415618851,NA
"6895","Nicholas","Staver","M","UMIZ","2016 SEC","28","100","Y","Breast","20","22",54.84,54.46,54.84,4.00441985469411,3.99746648724561,4.00441985469411
"6905","Luke","Torres","M","FLOR","2016 SEC","39","200","Y","Breast","33",NA,0,121.54,NA,-Inf,4.80024342670721,NA
"6918","Emily","Barksdale","F","SCAR","2016 SEC","38","200","Y","Breast","29",NA,133.72,136.5,NA,4.8957480615519,4.91632461462501,NA
"6925","Jacob","Molacek","M","AUB","2016 SEC","28","100","Y","Breast","14","13",53.92,53.94,53.88,3.98750146660405,3.98787231771158,3.98675935154216
"6935","Pavel","Romanov","M","BAMA","2016 SEC","28","100","Y","Breast","11","11",54.06,53.56,53.72,3.9900945408483,3.98080252082297,3.98378537165504
"6945","Pavel","Romanov","M","BAMA","2016 SEC","39","200","Y","Breast","12","14",117.84,117.21,117.57,4.76932777215437,4.76396719773509,4.76703390087965
"6954","Madison","Strathman","F","ARK","2016 SEC","38","200","Y","Breast","27",NA,133.56,135.99,NA,4.89455081507545,4.91258135362087,NA
"6964","Jeremiah","Bohon","M","SCAR","2016 SEC","28","100","Y","Breast","29",NA,55.57,55.49,NA,4.01764348729183,4.01620282433781,NA
"6974","Jeremiah","Bohon","M","SCAR","2016 SEC","39","200","Y","Breast","27",NA,120.05,119.67,NA,4.78790832266726,4.78473795458542,NA
"6984","Brittany","Oxley","F","SCAR","2016 SEC","38","200","Y","Breast","20","24",134.98,134.02,135.09,4.90512661931526,4.89798904254502,4.90594122298159
"6994","Jorie","Caneta","F","TA&M","2016 SEC","27","100","Y","Breast","7","5",59.37,60.34,59.97,4.08378904828258,4.09999523373092,4.09384443718042
"7004","Harry","Ackland","M","LSU","2016 SEC","39","200","Y","Breast","28",NA,121.17,119.76,NA,4.79719451824343,4.78548974011137,NA
"7018","Kendra","Crew","F","UKY","2016 SEC","27","100","Y","Breast","11","13",61.71,61.03,61.43,4.12244599233298,4.1113655465564,4.11789831517584
"7024","Kendra","Crew","F","UKY","2016 SEC","38","200","Y","Breast","10","11",131.97,130.89,131.35,4.88257462402874,4.87435727580363,4.87786551613155
"7034","Esther","Gonzalez Medina","F","TA&M","2016 SEC","27","100","Y","Breast","16","16",61.67,61.74,62.05,4.1217975890034,4.12293201907401,4.12794051165062
"7044","Esther","Gonzalez Medina","F","TA&M","2016 SEC","38","200","Y","Breast","9","10",128.3,130.48,131.31,4.85437127162159,4.87121995831276,4.87756093987091
"7054","James","Guest","M","UGA","2016 SEC","28","100","Y","Breast","12","16",54.29,53.84,54.44,3.99434004791736,3.98601668533647,3.99709917778327
"7064","Brandon","Flynn","M","UKY","2016 SEC","39","200","Y","Breast","17","21",120.57,118.86,119.12,4.79223049712922,4.77794632993851,4.78013138837575
"7074","Ryan","Cade","M","LSU","2016 SEC","39","200","Y","Breast","34",NA,122.71,122.06,NA,4.80982384798846,4.80451272711635,NA
"7084","Robert","Petras","M","LSU","2016 SEC","28","100","Y","Breast","33",NA,58.84,56.47,NA,4.07482189573324,4.03370952368475,NA
"7094","Emily","Cameron","F","UGA","2016 SEC","38","200","Y","Breast","11","9",130.62,131.1,130.55,4.87229234447451,4.87596039076965,4.87175629514514
"7107","Silas","Dejean","M","LSU","2016 SEC","28","100","Y","Breast","20","21",54.69,54.46,54.74,4.00168087735868,3.99746648724561,4.00259470361253
"7118","Taryn","Mackenzie","F","LSU","2016 SEC","27","100","Y","Breast","9","10",61.49,60.63,60.66,4.11887455996538,4.10478982008364,4.10528450226044
"7124","Taryn","Mackenzie","F","LSU","2016 SEC","38","200","Y","Breast","25",NA,134.68,134.97,NA,4.90290159429287,4.90505253152119,NA
"7134","Jorie","Caneta","F","TA&M","2016 SEC","38","200","Y","Breast","17","21",130.97,133.12,133.56,4.87496828934131,4.8912509770729,4.89455081507545
"7144","Matthew","Dunphy","M","TENN","2016 SEC","39","200","Y","Breast","14","10",121.54,117.91,116.73,4.80024342670721,4.76992162158858,4.75986357566457
"7154","Annie","Zhu","F","UGA","2016 SEC","27","100","Y","Breast","8","8",60.54,60.5,60.38,4.10330430359357,4.1026433650368,4.10065792427869
"7164","Annie","Zhu","F","UGA","2016 SEC","38","200","Y","Breast","2","6",128.5,128.64,128.77,4.85592890433527,4.85701780543066,4.85802786728569
"7174","Kathryn","Coughlin","F","VU","2016 SEC","27","100","Y","Breast","21","21",62.57,62.3,62.52,4.13628593001027,4.13196142579341,4.13548650555328
"7184","Anton","McKee","M","BAMA","2016 SEC","28","100","Y","Breast","5","8",52.43,52.75,52.97,3.95947894658444,3.96556377235618,3.96972571555644
"7194","Anton","McKee","M","BAMA","2016 SEC","39","200","Y","Breast","1","5",113,114.09,114.3,4.72738781871234,4.73698761060828,4.73882657080077
"7204","Anna","McKenzie","F","UGA","2016 SEC","38","200","Y","Breast","42",NA,141.57,143.87,NA,4.95279429440641,4.96891011404894,NA
"7218","Alaina","Potts","F","UKY","2016 SEC","27","100","Y","Breast","30",NA,66.41,63.99,NA,4.19584764755262,4.15872682115137,NA
"7224","Alaina","Potts","F","UKY","2016 SEC","38","200","Y","Breast","37",NA,147.38,140.2,NA,4.99301428533885,4.94306997460049,NA
"7234","Ty","Powers","M","TENN","2016 SEC","28","100","Y","Breast","31",NA,56.98,55.89,NA,4.04270032906976,4.02338547328161,NA
"7244","Garrett","House","M","LSU","2016 SEC","28","100","Y","Breast","24","24",55.46,55.04,55.13,4.01566204018763,4.00806019362509,4.00969403260159
"7254","Sydney","Angell","F","ARK","2016 SEC","27","100","Y","Breast","31",NA,62.4,64.27,NA,4.13356527537538,4.16309295938319,NA
"7264","Brittany","Hammond","F","UMIZ","2016 SEC","38","200","Y","Breast","38",NA,141.63,140.28,NA,4.9532180232263,4.94364042527198,NA
"7274","Jordy","Groters","M","UMIZ","2016 SEC","39","200","Y","Breast","13","11",117.7,117.54,116.84,4.76813901426623,4.7667787011845,4.76080547751954
"7284","Mauro","Castillo Luna","M","TA&M","2016 SEC","39","200","Y","Breast","2","6",114.97,114.93,114.64,4.74467122476565,4.74432324738067,4.74179678351992
"7294","Lauren","Thompson","F","LSU","2016 SEC","38","200","Y","Breast","35",NA,138.9,140.12,NA,4.9337542497603,4.94249919832929,NA
"7304","Mauro","Castillo Luna","M","TA&M","2016 SEC","28","100","Y","Breast","7","3",53.76,53.03,52.65,3.98452969621489,3.97085779114904,3.96366623857998
"7318","Jonathan","Tybur","M","TA&M","2016 SEC","28","100","Y","Breast","15","15",55.63,53.97,54.39,4.0187226240872,3.98842833663055,3.99618031343487
"7324","Jonathan","Tybur","M","TA&M","2016 SEC","39","200","Y","Breast","10","15",120.05,116.66,118.63,4.78790832266726,4.75926372132549,4.77600940567301
"7334","Szymmy","Day","M","BAMA","2016 SEC","28","100","Y","Breast","27",NA,56.24,55.38,NA,4.02962824750241,4.01421851774282,NA
"7344","Szymmy","Day","M","BAMA","2016 SEC","39","200","Y","Breast","26",NA,121.78,119.65,NA,4.80221613818043,4.78457081435438,NA
"7354","Nils","Wich-Glasen","M","SCAR","2016 SEC","39","200","Y","Breast","5","3",114.74,115.48,113.94,4.74266869917373,4.74909735479473,4.73567199405225
"7364","Edward","Mapel","M","UMIZ","2016 SEC","28","100","Y","Breast","6","6",53.16,52.88,52.85,3.97330623384504,3.96802519554343,3.96745771231625
"7374","Edward","Mapel","M","UMIZ","2016 SEC","39","200","Y","Breast","6","8",115.89,115.86,117.02,4.7526414653463,4.75238256566848,4.76234486036009
"7384","Peter","Stevens","M","TENN","2016 SEC","28","100","Y","Breast","0",NA,52.35,51.96,NA,3.95795193731655,3.9504741918024,NA
"7394","Summer","Spradley","F","LSU","2016 SEC","27","100","Y","Breast","17","17",63.48,61.94,61.83,4.15072489565821,4.12616617454506,4.12438868357048
"7404","Peter","Stevens","M","TENN","2016 SEC","39","200","Y","Breast","37",NA,124.09,122.83,NA,4.82100710878653,4.810801285551,NA
"7418","Natasha","Lloyd","F","AUB","2016 SEC","27","100","Y","Breast","5","7",60.63,59.9,60.35,4.10478982008364,4.0926765051214,4.10016094754354
"7424","Natasha","Lloyd","F","AUB","2016 SEC","38","200","Y","Breast","7","7",130,130.17,129.37,4.86753445045558,4.86884128847837,4.86267651592981
"7434","Kersten","Dirrane","F","SCAR","2016 SEC","27","100","Y","Breast","23","23",62.25,62.66,62.55,4.13115853534482,4.13772328552405,4.13596623691292
"7444","Kersten","Dirrane","F","SCAR","2016 SEC","38","200","Y","Breast","15","13",133.67,132.88,132.75,4.89537407598338,4.88944646530504,4.88846766012205
"7454","Sydney","Pickrem","F","TA&M","2016 SEC","38","200","Y","Breast","3","2",132.94,128.67,127.96,4.88989789861344,4.8572509871969,4.85171771508132
"7464","Phillip","Willett","M","SCAR","2016 SEC","28","100","Y","Breast","25",NA,55.76,55.32,NA,4.02105676645227,4.01313450679656,NA
"7474","Phillip","Willett","M","SCAR","2016 SEC","39","200","Y","Breast","25",NA,119.69,119.48,NA,4.78490506688528,4.78314899334791,NA
"7484","John","Mattern","M","UGA","2016 SEC","28","100","Y","Breast","22","23",55.24,54.48,55.1,4.01168732854109,3.99783366184126,4.00914971615887
"7494","Ethan","Browne","M","TENN","2016 SEC","28","100","Y","Breast","9","9",54.15,53.28,53.29,3.991757973447,3.97556102623213,3.97574869630869
"7504","Ethan","Browne","M","TENN","2016 SEC","39","200","Y","Breast","6","4",118.09,115.86,114.08,4.77144704561319,4.75238256566848,4.73689995666599
"7518","Kevin","Leithold","M","SCAR","2016 SEC","28","100","Y","Breast","17","17",54.52,54.17,53.63,3.99856760682833,3.99212724966981,3.98210861299483
"7524","Iliana","Jones","F","UMIZ","2016 SEC","27","100","Y","Breast","33",NA,64.74,65.12,NA,4.1703792484981,4.17623172169429,NA
"7534","Mary","Soderberg","F","ARK","2016 SEC","38","200","Y","Breast","22","20",139.32,134.56,132.94,4.9367734454978,4.90201019622464,4.88989789861344
"7544","Sarah","Easterling","F","ARK","2016 SEC","38","200","Y","Breast","33",NA,139.93,139.23,NA,4.94114229756762,4.93612724192119,NA
"7554","Thomas","Hang","M","SCAR","2016 SEC","28","100","Y","Breast","32",NA,56.91,55.99,NA,4.04147107261503,4.0251731033608,NA
"7564","Thomas","Hang","M","SCAR","2016 SEC","39","200","Y","Breast","35",NA,122.02,122.52,NA,4.80418496572371,4.80827428196457,NA
"7574","Michal","Rokita","M","UMIZ","2016 SEC","39","200","Y","Breast","16","16",119.21,118.73,118.65,4.78088664372991,4.7768520076777,4.77617798288177
"7584","Austin","Van Overdam","M","TA&M","2016 SEC","39","200","Y","Breast","22","17",123.13,119.19,117.35,4.81324070780478,4.78071885849462,4.76516092229703
"7594","Marian","Yurchishin","F","BAMA","2016 SEC","38","200","Y","Breast","23","17",136.3,134.65,130.48,4.91485833870249,4.90267881925761,4.87121995831276
"7604","George","Greenhalgh","M","UKY","2016 SEC","28","100","Y","Breast","3","4",55.37,52.53,52.77,4.01403793083488,3.96138443496587,3.96594284741758
"7618","George","Greenhalgh","M","UKY","2016 SEC","39","200","Y","Breast","8","7",122.47,115.98,116.17,4.8078661020332,4.75341776244829,4.75505463552538
"7624","Colleen","O'Neil","F","LSU","2016 SEC","27","100","Y","Breast","4","6",61.58,59.86,59.99,4.12033714249635,4.09200850242455,4.094177881665
"7634","Matthew","Beach","M","UKY","2016 SEC","19","100","Y","Fly","46",NA,49.92,49.47,NA,3.91042172406117,3.90136642523962,NA
"7644","Marissa","Delgado","F","SCAR","2016 SEC","18","100","Y","Fly","43",NA,55.57,55.68,NA,4.01764348729183,4.01962101602616,NA
"7654","Stephanie","Klotz","F","BAMA","2016 SEC","18","100","Y","Fly","48",NA,0,56.18,NA,-Inf,4.0285608216761,NA
"7664","Marissa","Delgado","F","SCAR","2016 SEC","23","200","Y","Fly","18","17",118.96,118.75,117.81,4.7787873021519,4.77702044291475,4.76907315725803
"7674","Hannah","Musser","F","BAMA","2016 SEC","23","200","Y","Fly","23","22",118.91,119.29,119.07,4.77836690444949,4.78155750329385,4.77971155546308
"7684","Kayla","Moran","F","VU","2016 SEC","18","100","Y","Fly","31",NA,53.84,54.42,NA,3.98601668533647,3.9967317333551,NA
"7694","Harper","Bruens","F","TENN","2016 SEC","18","100","Y","Fly","5","8",53.64,52.16,52.99,3.98229505841348,3.9543159176184,3.97010321650467
"7704","Tiffany","Futscher","F","TA&M","2016 SEC","18","100","Y","Fly","41",NA,55.76,55.38,NA,4.02105676645227,4.01421851774282,NA
"7717","Matthew","Beach","M","UKY","2016 SEC","24","200","Y","Fly","28",NA,107.49,107.85,NA,4.67739781998497,4.68074137283517,NA
"7724","Jan","Switkowski","M","FLOR","2016 SEC","24","200","Y","Fly","6","4",102.08,102.89,101.98,4.62575681959648,4.63366045638772,4.62477671562701
"7734","Leah","Bird","F","BAMA","2016 SEC","23","200","Y","Fly","42",NA,120.73,122.58,NA,4.7935566473443,4.80876387805759,NA
"7744","Kara","Kopcso","F","LSU","2016 SEC","23","200","Y","Fly","5","4",115.5,116.08,114.46,4.74927052996185,4.75427960857593,4.74022541698096
